Channel,Restricted word or phrase,Category,Suggested handling,False-positive risk,Match type,Why it is included,Channel note,Status
LinkedIn,sponsored post,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,promote it on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,promote this on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,feature this on,Solicitation & self-promotion,Review only,High,Phrase/substring,May be spam or a legitimate business inquiry; review before removal.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,home address,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,your address is,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,your phone number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,personal number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,social security,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,ssn,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,bank account,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,routing number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,credit card number,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,private email,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
LinkedIn,password,Personal information,Escalate immediately,Medium,Phrase/substring,Potential exposure or request for sensitive personal information.,Keep the automatic list narrow because consulting inquiries can resemble solicitation; review Page comments manually.,Active
TikTok,dm me,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,dm us,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,message me,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,message us,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,check your dm,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,check your inbox,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,check my profile,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,visit my profile,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,click my bio,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,link in bio,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
TikTok,follow for follow,Spam & engagement bait,Auto-hide,Low,Phrase/substring,Common engagement manipulation or profile-redirection language.,"Prioritize short scam, explicit, and harassment terms; review filtered comments before deletion.",Active
